1.6976 	ERROR 	Requested audio device 'auto' that is not available on this hardware. The 'audioDevice' preference should be one of [u'Built-in Output']
12.7543 	EXP 	window1: blendMode = 'avg'
12.7713 	EXP 	window1: blendMode = 'avg'
12.7881 	EXP 	window1: blendMode = 'avg'
12.8046 	EXP 	window1: blendMode = 'avg'
12.8211 	EXP 	window1: blendMode = 'avg'
12.8376 	EXP 	window1: blendMode = 'avg'
12.8540 	EXP 	window1: blendMode = 'avg'
12.8714 	EXP 	window1: blendMode = 'avg'
12.8881 	EXP 	window1: blendMode = 'avg'
12.9052 	EXP 	window1: blendMode = 'avg'
12.9227 	EXP 	window1: blendMode = 'avg'
12.9382 	EXP 	window1: blendMode = 'avg'
12.9547 	EXP 	window1: blendMode = 'avg'
12.9716 	EXP 	window1: blendMode = 'avg'
12.9883 	EXP 	window1: blendMode = 'avg'
13.0051 	EXP 	window1: blendMode = 'avg'
13.0215 	EXP 	window1: blendMode = 'avg'
13.0386 	EXP 	window1: blendMode = 'avg'
13.0551 	EXP 	window1: blendMode = 'avg'
13.0719 	EXP 	window1: blendMode = 'avg'
